league,t1,t2,top_t1,jung_t1,mid_t1,adc_t1,sup_t1,top_t2,jung_t2,mid_t2,adc_t2,sup_t2,total_kills
LFL,BK ROG Esports,GameWard,Rumble,Xin Zhao,LeBlanc,Ezreal,Nautilus,Gwen,Pantheon,Taliyah,Zeri,Yuumi,24
LVP SL,GIANTX Pride,Los Heretics,Gwen,Vi,Orianna,Kai'Sa,Alistar,Vladimir,Xin Zhao,Azir,Ezreal,Braum,32
NLC,NORD Esports,Ruddy Esports,K'Sante,Pantheon,Taliyah,Corki,Rell,Gwen,Naafiri,Ahri,Ezreal,Nautilus,39
HM,Tan'i eSports CZ,Team UNiTY,K'Sante,Jarvan IV,Viktor,Ezreal,Karma,Ambessa,Maokai,Hwei,Lucian,Rakan,18
TCL,Beşiktaş Esports,BBL Dark Passage,Jax,Vi,Sylas,Corki,Leona,Renekton,Xin Zhao,Ahri,Miss Fortune,Poppy,14
LFL,GameWard,BK ROG Esports,Vayne,Sejuani,Akali,Varus,Lulu,Gnar,Maokai,Corki,Miss Fortune,Leona,45
LVP SL,GIANTX Pride,Los Heretics,Camille,Sejuani,Viktor,Jhin,Poppy,Sion,Naafiri,Ryze,Miss Fortune,Rell,46
NLC,NORD Esports,Ruddy Esports,Sion,Xin Zhao,Syndra,Kai'Sa,Rakan,Renekton,Sejuani,Viktor,Jhin,Bard,28
HM,Team UNiTY,Tan'i eSports CZ,Yorick,Ivern,Ryze,Jinx,Seraphine,Camille,Fiddlesticks,Akali,Corki,Bard,30
TCL,BBL Dark Passage,Beşiktaş Esports,Gnar,Viego,Annie,Jhin,Rakan,Tristana,Lillia,Yone,Ashe,Nautilus,21
NLC,Ruddy Esports,NORD Esports,Jax,Wukong,Akali,Varus,Neeko,Cho'Gath,Jarvan IV,Orianna,Lucian,Nami,37
LVP SL,GIANTX Pride,Los Heretics,Ambessa,Nocturne,Taliyah,Sivir,Nautilus,Renekton,Maokai,Tristana,Xayah,Renata Glasc,25
LFL,BK ROG Esports,GameWard,Warwick,Naafiri,Hwei,Ashe,Rakan,Ambessa,Wukong,Orianna,Tristana,Milio,34
HM,Tan'i eSports CZ,Team UNiTY,Renekton,Lillia,Ahri,Varus,Soraka,Jax,Viego,Mel,Sivir,Neeko,25
LVP SL,Los Heretics,GIANTX Pride,K'Sante,Nidalee,Yone,Lucian,Nami,Jax,Jarvan IV,Ahri,Draven,Leona,14
NLC,NORD Esports,Ruddy Esports,Ambessa,Viego,Xerath,Miss Fortune,Braum,Gnar,Volibear,LeBlanc,Ashe,Lulu,46
LFL,Vitality.Bee,Solary,Rumble,Maokai,Jayce,Corki,Blitzcrank,Ambessa,Pantheon,Viktor,Miss Fortune,Alistar,38
LFL,Solary,Vitality.Bee,Sion,Xin Zhao,Azir,Ezreal,Leona,Jax,Naafiri,Aurelion Sol,Kai'Sa,Rell,44
NACL,Near Airport,Winthrop University,Sion,Xin Zhao,Sylas,Lucian,Milio,Gnar,Vi,Annie,Senna,Nautilus,48
NACL,Near Airport,Winthrop University,Gwen,Lillia,Yone,Ashe,Alistar,Jayce,Sejuani,Syndra,Varus,Braum,39
NACL,Near Airport,Winthrop University,K'Sante,Ivern,Viktor,Tristana,Leona,Renekton,Maokai,Orianna,Jhin,Rakan,41
NACL,Conviction,CCG Esports,Jayce,Wukong,Orianna,Ezreal,Neeko,Sion,Xin Zhao,Taliyah,Miss Fortune,Karma,40
NACL,CCG Esports,Conviction,Ambessa,Dr. Mundo,Annie,Senna,Alistar,Rumble,Maokai,Tristana,Corki,Rakan,18
NACL,CCG Esports,Conviction,Renekton,Sejuani,Viktor,Varus,Nami,Olaf,Poppy,Syndra,Kalista,Renata Glasc,21
LCKC,BNK FEARX Youth,Hanwha Life Esports Challengers,Gwen,Xin Zhao,Ahri,Jhin,Poppy,Rumble,Naafiri,Orianna,Miss Fortune,Neeko,36
LCKC,T1 Esports Academy,OKSavingsBank BRION Challengers,Jayce,Sejuani,Viktor,Jhin,Alistar,Gwen,Pantheon,Ryze,Miss Fortune,Rell,23
LCKC,Hanwha Life Esports Challengers,BNK FEARX Youth,Sion,Viego,Viktor,Varus,Nautilus,Renekton,Lillia,Ryze,Ezreal,Rell,39
LCKC,OKSavingsBank BRION Challengers,T1 Esports Academy,Ambessa,Naafiri,Taliyah,Corki,Leona,Rumble,Poppy,Ahri,Lucian,Braum,29
LCKC,BNK FEARX Youth,Hanwha Life Esports Challengers,Aatrox,Pantheon,Annie,Kai'Sa,Alistar,Jax,Zed,Galio,Xayah,Rakan,30
LCK,Dplus KIA,BNK FEARX,Ambessa,Naafiri,Ahri,Lucian,Braum,Rumble,Wukong,Taliyah,Ezreal,Neeko,31
LCK,BNK FEARX,Dplus KIA,Gwen,Skarner,Ryze,Xayah,Nautilus,Jax,Pantheon,Azir,Zeri,Alistar,33
LPL,FunPlus Phoenix,JD Gaming,Rumble,Pantheon,Ryze,Miss Fortune,Nautilus,Sion,Naafiri,Galio,Kalista,Renata Glasc,22
LCP,PSG Talon,DetonatioN FocusMe,Rumble,Sejuani,Yone,Lucian,Nami,Ornn,Pantheon,Taliyah,Xayah,Rakan,18
LPL,FunPlus Phoenix,JD Gaming,Shen,Xin Zhao,Taliyah,Corki,Rell,Yorick,Vi,Sylas,Xayah,Alistar,30
LCK,DN Freecs,Gen.G,Ambessa,Xin Zhao,Taliyah,Zeri,Rakan,Gwen,Skarner,Corki,Xayah,Alistar,17
LCP,DetonatioN FocusMe,PSG Talon,Sion,Naafiri,Ahri,Ezreal,Pyke,Ambessa,Wukong,Sylas,Varus,Rell,22
LCK,DN Freecs,Gen.G,Sion,Wukong,Azir,Lucian,Braum,Nidalee,Naafiri,Ahri,Ezreal,Rell,17
LPL,Invictus Gaming,Ninjas in Pyjamas,Galio,Xin Zhao,Orianna,Varus,Alistar,Rumble,Wukong,Viktor,Miss Fortune,Neeko,18
LCP,MGN Vikings Esports,GAM Esports,Ambessa,Viego,Aurora,Ezreal,Karma,Yorick,Wukong,Ahri,Kai'Sa,Neeko,17
LPL,Ninjas in Pyjamas,Invictus Gaming,Shen,Pantheon,Annie,Kai'Sa,Maokai,Yorick,Poppy,Taliyah,Xayah,Braum,32
LCP,MGN Vikings Esports,GAM Esports,Sion,Pantheon,Taliyah,Ashe,Seraphine,Nidalee,Xin Zhao,Ryze,Kalista,Renata Glasc,34
LCP,GAM Esports,MGN Vikings Esports,Camille,Vi,Galio,Xayah,Rakan,Aatrox,Nocturne,Malzahar,Senna,Alistar,36
HM,Dynamo Eclot,Entropiq,Jax,Vi,Ahri,Ashe,Seraphine,Gragas,Poppy,Yone,Kai'Sa,Alistar,37
TCL,BoostGate Esports,Misa Esports,Ambessa,Pantheon,Ahri,Ezreal,Braum,Aatrox,Vi,Hwei,Miss Fortune,Rell,50
HM,Dynamo Eclot,Entropiq,Ornn,Xin Zhao,Viktor,Jinx,Rell,Yorick,Pantheon,Taliyah,Miss Fortune,Nautilus,23
LIT,GMBLERS Esports,Colossal Gaming,Ornn,Xin Zhao,Taliyah,Ashe,Rell,Rumble,Pantheon,Jayce,Jhin,Alistar,29
TCL,Misa Esports,BoostGate Esports,Rumble,Naafiri,Azir,Sivir,Leona,K'Sante,Nidalee,Tristana,Jhin,Nautilus,35
HM,Dynamo Eclot,Entropiq,Aatrox,Skarner,Azir,Ezreal,Karma,Ambessa,Nocturne,Orianna,Sivir,Rakan,23
LIT,Colossal Gaming,GMBLERS Esports,Renekton,Sejuani,Ryze,Miss Fortune,Poppy,Shen,Vi,Hwei,Ezreal,Leona,33
HM,Entropiq,Dynamo Eclot,Renekton,Naafiri,Ryze,Tristana,Leona,Kled,Wukong,Galio,Ziggs,Braum,27
TCL,BoostGate Esports,Misa Esports,Shen,Viego,Twisted Fate,Varus,Neeko,Sion,Jarvan IV,Taliyah,Ashe,Karma,33
LIT,GMBLERS Esports,Colossal Gaming,Aatrox,Zac,Ambessa,Kai'Sa,Thresh,Gnar,Maokai,Ahri,Corki,Nautilus,45
HM,Dynamo Eclot,Entropiq,Garen,Zac,Jayce,Lucian,Milio,Sion,Viego,Annie,Zeri,Elise,28
LIT,Colossal Gaming,GMBLERS Esports,Kennen,Ivern,Tristana,Xayah,Rakan,Malphite,Jarvan IV,Gwen,Lucian,Nami,36
TCL,Misa Esports,BoostGate Esports,Kennen,Xin Zhao,Viktor,Corki,Bard,Galio,Wukong,Orianna,Zeri,Blitzcrank,45
NACL,DarkZero Dragonsteel,Conviction,Gwen,Pantheon,Hwei,Jhin,Poppy,Ambessa,Xin Zhao,Annie,Varus,Alistar,33
NACL,Luminosity Gaming,Winthrop University,Gwen,Pantheon,Viktor,Miss Fortune,Shen,Camille,Vi,Galio,Xayah,Rakan,19
NACL,Winthrop University,Luminosity Gaming,Gnar,Poppy,Azir,Ashe,Nautilus,Rumble,Xin Zhao,Hwei,Caitlyn,Braum,26
LCK,DRX,Nongshim RedForce,Yorick,Xin Zhao,Ahri,Kalista,Renata Glasc,Jayce,Pantheon,Ryze,Draven,Elise,29
LCK,DRX,Nongshim RedForce,Gnar,Poppy,Viktor,Lucian,Braum,Gwen,Nocturne,Sylas,Varus,Shen,40
LCK,Nongshim RedForce,DRX,Rumble,Viego,Azir,Miss Fortune,Leona,Aurora,Skarner,Taliyah,Jhin,Alistar,27
LCK,KT Rolster,OKSavingsBank BRION,Rumble,Wukong,Taliyah,Xayah,Rakan,Ambessa,Xin Zhao,Ahri,Kalista,Renata Glasc,22
LPL,Weibo Gaming,Top Esports,Yorick,Pantheon,Galio,Varus,Neeko,Ornn,Naafiri,Ryze,Ezreal,Karma,21
LCP,Team Secret Whales,Fukuoka SoftBank HAWKS gaming,Rumble,Pantheon,Ahri,Xayah,Rakan,Ornn,Xin Zhao,Azir,Lucian,Nami,25
LCK,OKSavingsBank BRION,KT Rolster,Sion,Nocturne,Azir,Jhin,Nautilus,Gnar,Viego,Annie,Varus,Alistar,26
LPL,Weibo Gaming,Top Esports,Sion,Sejuani,Yone,Lucian,Nami,K'Sante,Trundle,Azir,Kai'Sa,Nautilus,35
LCP,Fukuoka SoftBank HAWKS gaming,Team Secret Whales,Jax,Sejuani,Viktor,Varus,Rell,Nidalee,Jarvan IV,Sylas,Corki,Leona,29
LCK,KT Rolster,OKSavingsBank BRION,Jayce,Trundle,Ryze,Caitlyn,Leona,Ornn,Pantheon,Viktor,Miss Fortune,Braum,31
LPL,JD Gaming,Bilibili Gaming,Ornn,Vi,Ahri,Jhin,Alistar,Rumble,Xin Zhao,Taliyah,Ezreal,Braum,35
LCP,CTBC Flying Oyster,Chiefs Esports Club,Rumble,Sejuani,Corki,Xayah,Alistar,K'Sante,Pantheon,Taliyah,Kai'Sa,Rakan,18
LPL,Bilibili Gaming,JD Gaming,Yorick,Skarner,Viktor,Ashe,Renata Glasc,Jax,Pantheon,Annie,Kalista,Elise,47
LCP,Chiefs Esports Club,CTBC Flying Oyster,Yorick,Vi,Ahri,Ashe,Elise,Nidalee,Wukong,Annie,Kalista,Renata Glasc,22
LTA S,paiN Gaming,FURIA,Gwen,Naafiri,Azir,Kalista,Neeko,Jayce,Xin Zhao,LeBlanc,Jhin,Alistar,37
LTA S,paiN Gaming,FURIA,Rumble,Vi,Galio,Xayah,Rakan,Aatrox,Wukong,Taliyah,Ezreal,Bard,35
LTA S,paiN Gaming,FURIA,Ambessa,Sejuani,Viktor,Miss Fortune,Rell,Renekton,Skarner,Ahri,Zeri,Poppy,28
LTA S,Fluxo W7M,Isurus Estral,Rumble,Xin Zhao,Taliyah,Jhin,Rell,Gwen,Pantheon,Ahri,Ashe,Alistar,35
LTA S,Isurus Estral,Fluxo W7M,Jayce,Naafiri,Annie,Senna,Leona,Yorick,Wukong,Galio,Miss Fortune,Rakan,18
LTA N,Cloud9,FlyQuest,Ambessa,Vi,Taliyah,Ezreal,Alistar,Volibear,Naafiri,Annie,Jhin,Rumble,17
LTA N,Cloud9,FlyQuest,Ornn,Xin Zhao,Ahri,Lucian,Milio,Renekton,Pantheon,Sylas,Kai'Sa,Neeko,22
LTA N,LYON,Dignitas,Gwen,Sejuani,Ahri,Varus,Neeko,Jax,Xin Zhao,Taliyah,Ezreal,Alistar,30
LTA N,Dignitas,LYON,Jayce,Pantheon,Viktor,Xayah,Rakan,Rumble,Maokai,Corki,Jhin,Rell,17
LTA N,LYON,Dignitas,Renekton,Lillia,Annie,Zeri,Nautilus,K'Sante,Olaf,Ryze,Miss Fortune,Braum,29
LCK,Hanwha Life Esports,DN Freecs,Kennen,Poppy,Azir,Jhin,Rell,Gwen,Pantheon,Ahri,Miss Fortune,Neeko,23
LCK,DN Freecs,Hanwha Life Esports,Sion,Wukong,Viktor,Varus,Renata Glasc,Vladimir,Xin Zhao,Galio,Kalista,Soraka,25
LCK,Gen.G,T1,Jayce,Skarner,Azir,Xayah,Rakan,Sion,Xin Zhao,Ahri,Varus,Renata Glasc,36
LCK,T1,Gen.G,Rumble,Wukong,Orianna,Ashe,Braum,Ornn,Pantheon,Galio,Jhin,Alistar,16
LPL,ThunderTalk Gaming,Top Esports,Aurora,Vi,Taliyah,Jhin,Nautilus,Rumble,Xin Zhao,Ahri,Ezreal,Alistar,26
LCP,MGN Vikings Esports,DetonatioN FocusMe,Aatrox,Vi,Ahri,Ezreal,Leona,Ambessa,Xin Zhao,Azir,Varus,Maokai,28
LPL,ThunderTalk Gaming,Top Esports,Sion,Poppy,LeBlanc,Lucian,Nami,K'Sante,Talon,Azir,Kalista,Renata Glasc,22
LCP,DetonatioN FocusMe,MGN Vikings Esports,Rumble,Skarner,Viktor,Miss Fortune,Rell,Ryze,Viego,Galio,Senna,Alistar,22
LPL,Top Esports,ThunderTalk Gaming,Jayce,Nidalee,Tristana,Varus,Rell,Gwen,Skarner,Akali,Zeri,Lulu,19
LCP,GAM Esports,PSG Talon,Gwen,Maokai,Corki,Kalista,Renata Glasc,Gnar,Pantheon,Ahri,Varus,Karma,16
LPL,Team WE,Anyone's Legend,Sion,Olaf,Taliyah,Kai'Sa,Nautilus,Rumble,Pantheon,Annie,Kalista,Renata Glasc,34
LCP,PSG Talon,GAM Esports,Yorick,Wukong,Sylas,Zeri,Lulu,Sion,Sejuani,Smolder,Xayah,Rakan,17
LPL,Team WE,Anyone's Legend,K'Sante,Xin Zhao,Ryze,Jhin,Leona,Yorick,Vi,Orianna,Xayah,Rakan,28
LCP,GAM Esports,PSG Talon,Jayce,Vi,Syndra,Jhin,Alistar,Ambessa,Skarner,Hwei,Miss Fortune,Rell,27
LTA S,LOUD,Vivo Keyd Stars,Jax,Vi,Ahri,Lucian,Nami,K'Sante,Xin Zhao,Veigar,Miss Fortune,Rell,25
LTA S,Vivo Keyd Stars,LOUD,Gwen,Naafiri,Annie,Ezreal,Poppy,Gnar,Pantheon,Taliyah,Xayah,Alistar,31
LTA S,LOUD,Vivo Keyd Stars,Camille,Sejuani,Cassiopeia,Corki,Nautilus,Fiora,Nidalee,Ryze,Ashe,Braum,21
LTA S,Leviatan,RED Canids,Gwen,Naafiri,Ahri,Kai'Sa,Rakan,Rumble,Xin Zhao,Annie,Ezreal,Poppy,25
LTA S,RED Canids,Leviatan,Jayce,Maokai,Viktor,Ashe,Rell,Sion,Pantheon,Akali,Kalista,Renata Glasc,26
LTA N,Team Liquid,Shopify Rebellion,Rumble,Pantheon,Taliyah,Jhin,Poppy,Ryze,Xin Zhao,Ahri,Kai'Sa,Alistar,31
LTA N,Shopify Rebellion,Team Liquid,Jayce,Kha'Zix,Galio,Varus,Nautilus,Sion,Viego,Neeko,Ezreal,Rell,36
LTA N,100 Thieves,Disguised,Riven,Naafiri,Ahri,Varus,Nautilus,Ambessa,Pantheon,Taliyah,Ziggs,Leona,32
LTA N,Disguised,100 Thieves,Sion,Xin Zhao,Annie,Caitlyn,Ashe,Aatrox,Trundle,Viktor,Kalista,Renata Glasc,30
LCKC,Hanwha Life Esports Challengers,Nongshim Esports Academy,Sion,Viego,Viktor,Varus,Nautilus,Aatrox,Xin Zhao,Ahri,Miss Fortune,Rell,39
LCKC,Nongshim Esports Academy,Hanwha Life Esports Challengers,Gwen,Sejuani,Yone,Xayah,Rakan,Jax,Wukong,Orianna,Ezreal,Alistar,15
LCKC,Hanwha Life Esports Challengers,Nongshim Esports Academy,Jayce,Nocturne,Galio,Kai'Sa,Shen,Yorick,Naafiri,Aurora,Zeri,Leona,22
LCKC,KT Rolster Challengers,DRX Challengers,Gwen,Skarner,Jayce,Ezreal,Karma,Gnar,Sejuani,Azir,Kalista,Nautilus,21
LCKC,DRX Challengers,KT Rolster Challengers,Sion,Xin Zhao,Ryze,Miss Fortune,Rell,Renekton,Nidalee,Ahri,Lucian,Braum,26
LPL,Weibo Gaming,FunPlus Phoenix,Gwen,Xin Zhao,Ryze,Xayah,Rakan,Aurora,Pantheon,Ahri,Kai'Sa,Neeko,20
LPL,FunPlus Phoenix,Weibo Gaming,Sion,Lillia,Yone,Corki,Rell,K'Sante,Naafiri,Orianna,Miss Fortune,Alistar,25
LCKC,T1 Esports Academy,Dplus KIA Challengers,Gnar,Skarner,Azir,Jhin,Poppy,Gwen,Naafiri,Taliyah,Ezreal,Leona,47
LCKC,T1 Esports Academy,Dplus KIA Challengers,Rumble,Xin Zhao,Viktor,Zeri,Alistar,Ornn,Pantheon,Ryze,Miss Fortune,Rell,24
LPL,JD Gaming,Ninjas in Pyjamas,Rumble,Naafiri,Taliyah,Miss Fortune,Nautilus,Sion,Xin Zhao,Akali,Varus,Alistar,30
LCKC,Dplus KIA Challengers,T1 Esports Academy,Renekton,Sejuani,Yone,Lucian,Braum,K'Sante,Viego,Akali,Xayah,Rakan,36
LPL,Ninjas in Pyjamas,JD Gaming,Yorick,Pantheon,Galio,Tristana,Renata Glasc,Shen,Vi,Annie,Kai'Sa,Rakan,32
LRS,WAP Esports,Sicar Esports,Ambessa,Xin Zhao,Taliyah,Varus,Leona,Gwen,Naafiri,LeBlanc,Jhin,Rell,24
CD,KaBuM! Ilha das Lendas,Stellae Gaming,Jayce,Sejuani,Taliyah,Ezreal,Neeko,Sion,Pantheon,Viktor,Jhin,Rell,30
LRS,WAP Esports,Sicar Esports,Sion,Wukong,Akali,Caitlyn,Neeko,Shen,Nocturne,Azir,Lucian,Nami,26
CD,Stellae Gaming,KaBuM! Ilha das Lendas,Rumble,Maokai,Yone,Kai'Sa,Rakan,Ambessa,Vi,Aurora,Ashe,Nautilus,30
LRS,Sicar Esports,WAP Esports,Jayce,Lillia,Yone,Jinx,Nautilus,Yorick,Skarner,Ryze,Corki,Alistar,35
CD,KaBuM! Ilha das Lendas,Stellae Gaming,Nidalee,Trundle,Ryze,Lucian,Nami,Camille,Skarner,Annie,Zeri,Lulu,26
LRS,WAP Esports,Sicar Esports,Rumble,Lee Sin,Ahri,Sivir,Lulu,Aurora,Poppy,Viktor,Xayah,Rakan,16
CD,Los Grandes,Corinthians Esports,Rumble,Xin Zhao,Ahri,Kai'Sa,Nautilus,Galio,Pantheon,Taliyah,Jhin,Alistar,36
LRS,Sicar Esports,WAP Esports,Renekton,Trundle,Syndra,Ezreal,Braum,Gnar,Zyra,Tristana,Kai'Sa,Maokai,19
CD,Corinthians Esports,Los Grandes,Nidalee,Maokai,Viktor,Ashe,Rell,Ambessa,Sejuani,Ryze,Miss Fortune,Rakan,27
LCKC,DN Freecs Challengers,Gen.G Global Academy,Ambessa,Sejuani,Taliyah,Xayah,Nautilus,Rumble,Wukong,LeBlanc,Jinx,Rakan,50
LCKC,Gen.G Global Academy,DN Freecs Challengers,Sion,Naafiri,Ahri,Miss Fortune,Rell,Yorick,Pantheon,Azir,Ezreal,Braum,37
LPL,Invictus Gaming,FunPlus Phoenix,Rumble,Xin Zhao,Annie,Lucian,Nami,Sion,Pantheon,Sylas,Kalista,Neeko,31
LCKC,DN Freecs Challengers,Gen.G Global Academy,Gwen,Skarner,Ryze,Jhin,Pyke,Gnar,Lee Sin,Orianna,Kalista,Renata Glasc,31
LPL,FunPlus Phoenix,Invictus Gaming,Yorick,Sejuani,Akali,Miss Fortune,Alistar,Jax,Skarner,Orianna,Xayah,Rakan,44
LCKC,OKSavingsBank BRION Challengers,BNK FEARX Youth,Ambessa,Wukong,Taliyah,Xayah,Rakan,Sion,Naafiri,Azir,Ezreal,Neeko,21
LPL,Bilibili Gaming,Top Esports,Gwen,Pantheon,Annie,Xayah,Rakan,Rumble,Xin Zhao,Azir,Miss Fortune,Alistar,28
LCKC,BNK FEARX Youth,OKSavingsBank BRION Challengers,Gwen,Xin Zhao,Ryze,Miss Fortune,Leona,Jayce,Pantheon,Viktor,Lucian,Nautilus,24
LPL,Top Esports,Bilibili Gaming,Sion,Viego,Taliyah,Jhin,Nautilus,Ornn,Lillia,Yone,Varus,Rell,37
LCKC,OKSavingsBank BRION Challengers,BNK FEARX Youth,Renekton,Ivern,Tristana,Mel,Rell,Ornn,Lillia,Corki,Kai'Sa,Alistar,32
HM,Nightbirds,eSuba,Ornn,Pantheon,Orianna,Varus,Alistar,Aatrox,Maokai,Jayce,Kai'Sa,Rell,40
HM,Nightbirds,eSuba,Ambessa,Lee Sin,Azir,Ziggs,Nautilus,Sion,Vi,Ahri,Senna,Leona,33
LVP SL,Barça eSports,LUA Gaming,Rumble,Xin Zhao,Taliyah,Miss Fortune,Rell,Sion,Pantheon,Ahri,Kai'Sa,Neeko,29
PRM,Kaufland Hangry Knights,E WIE EINFACH E-SPORTS,Renekton,Xin Zhao,Azir,Varus,Nautilus,Ornn,Viego,Sylas,Miss Fortune,Rakan,32
LFL,Vitality.Bee,Galions,Aatrox,Pantheon,Taliyah,Varus,Alistar,Sion,Naafiri,Annie,Miss Fortune,Rakan,26
HM,eSuba,Nightbirds,Kennen,Naafiri,Viktor,Miss Fortune,Poppy,Cho'Gath,Xin Zhao,Akali,Jhin,Rakan,39
PRM,Kaufland Hangry Knights,E WIE EINFACH E-SPORTS,Gwen,Sejuani,Yone,Kai'Sa,Neeko,Gragas,Graves,Ahri,Ezreal,Alistar,32
LVP SL,Barça eSports,LUA Gaming,Gnar,Skarner,Azir,Xayah,Rakan,Jayce,Sejuani,Yone,Corki,Karma,23
LFL,Galions,Vitality.Bee,Gnar,Wukong,Ahri,Kalista,Nautilus,Jax,Xin Zhao,Azir,Xayah,Rell,31
HM,eSuba,Nightbirds,Shen,Wukong,Vladimir,Ashe,Bard,Rumble,Jarvan IV,Galio,Smolder,Karma,33
LFL,Vitality.Bee,Galions,Rumble,Jarvan IV,Yone,Corki,Poppy,Ornn,Nocturne,Hwei,Ezreal,Leona,22
LVP SL,LUA Gaming,Barça eSports,Yorick,Poppy,Hwei,Ashe,Seraphine,Ornn,Wukong,Sylas,Kalista,Renata Glasc,41
PRM,E WIE EINFACH E-SPORTS,Kaufland Hangry Knights,Cho'Gath,Maokai,Jayce,Corki,Rell,Dr. Mundo,Pantheon,Viktor,Tristana,Leona,28
LFL,Vitality.Bee,Galions,Gangplank,Sejuani,Sylas,Nilah,Senna,Gragas,Skarner,Cassiopeia,Ashe,Karma,29
PRM,Kaufland Hangry Knights,E WIE EINFACH E-SPORTS,Ambessa,Wukong,Orianna,Senna,Blitzcrank,Sett,Volibear,Galio,Lucian,Nami,26
LVP SL,LUA Gaming,Barça eSports,Aatrox,Vi,Viktor,Jhin,Nautilus,Kennen,Viego,Galio,Lucian,Braum,25
LFL,Vitality.Bee,Galions,Yorick,Trundle,Zoe,Smolder,Blitzcrank,Cho'Gath,Dr. Mundo,Akali,Jinx,Braum,25
CD,RED Academy,KaBuM! Ilha das Lendas,Renekton,Xin Zhao,Zoe,Zeri,Lulu,Gnar,Skarner,Taliyah,Lucian,Nami,39
CD,KaBuM! Ilha das Lendas,RED Academy,Camille,Vi,Ahri,Miss Fortune,Rell,Ambessa,Sejuani,Sylas,Ezreal,Neeko,38
CD,Vivo Keyd Stars Academy,Los Grandes,Gwen,Vi,Taliyah,Ashe,Braum,Nidalee,Pantheon,Ahri,Jhin,Nautilus,36
CD,Los Grandes,Vivo Keyd Stars Academy,Jayce,Skarner,Hwei,Miss Fortune,Alistar,Sion,Kayn,Azir,Corki,Rell,31
LCK,Gen.G,Hanwha Life Esports,Nidalee,Skarner,Azir,Lucian,Braum,Gwen,Xin Zhao,Ahri,Senna,Alistar,32
LPL,Anyone's Legend,JD Gaming,Galio,Naafiri,Taliyah,Corki,Leona,Rumble,Vi,Yone,Ezreal,Alistar,30
LCK,Gen.G,Hanwha Life Esports,Aurora,Vi,Renekton,Varus,Renata Glasc,Gnar,Pantheon,Galio,Xayah,Rakan,33
LPL,Anyone's Legend,JD Gaming,Nasus,Pantheon,Akali,Xayah,Rakan,Yorick,Xin Zhao,Annie,Lucian,Nami,37
LCK,DN Freecs,DRX,Gwen,Wukong,Taliyah,Lucian,Braum,Jayce,Xin Zhao,Ryze,Senna,Alistar,19
LPL,Bilibili Gaming,Invictus Gaming,Rumble,Poppy,Ahri,Kalista,Neeko,Aurora,Xin Zhao,Sylas,Lucian,Nami,24
LCK,DRX,DN Freecs,Sion,Pantheon,Azir,Ezreal,Neeko,Ambessa,Trundle,Hwei,Kalista,Renata Glasc,26
LPL,Invictus Gaming,Bilibili Gaming,Nidalee,Lee Sin,Taliyah,Jhin,Leona,Sion,Lillia,Jayce,Varus,Alistar,33
LPL,Bilibili Gaming,Invictus Gaming,Yorick,Vi,Akali,Corki,Elise,Jax,Pantheon,Orianna,Xayah,Nautilus,23
TCL,BBL Dark Passage,ULF Esports,Ambessa,Wukong,Taliyah,Ezreal,Rakan,Gwen,Xin Zhao,Ahri,Kai'Sa,Alistar,21
PRM,TeamOrangeGaming,ROSSMANN Centaurs,Sion,Vi,Azir,Xayah,Rakan,Dr. Mundo,Nocturne,Orianna,Ezreal,Neeko,25
TCL,BBL Dark Passage,ULF Esports,Galio,Naafiri,Orianna,Corki,Rell,Rumble,Viego,Ryze,Jhin,Nautilus,29
LFL,Ici Japon Corp. Esport,BK ROG Esports,Sion,Maokai,Viktor,Sivir,Karma,Ambessa,Xin Zhao,Orianna,Varus,Neeko,12
PRM,TeamOrangeGaming,ROSSMANN Centaurs,Gnar,Naafiri,Taliyah,Varus,Alistar,Corki,Lillia,Ahri,Jhin,Nautilus,41
LFL,BK ROG Esports,Ici Japon Corp. Esport,Gwen,Naafiri,Azir,Ezreal,Alistar,Vladimir,Skarner,Taliyah,Corki,Rell,24
TCL,ULF Esports,BBL Dark Passage,Jayce,Dr. Mundo,Azir,Kalista,Renata Glasc,Gnar,Skarner,Viktor,Ashe,Seraphine,27
LFL,BK ROG Esports,Ici Japon Corp. Esport,Aatrox,Pantheon,Hwei,Jhin,Leona,Renekton,Wukong,Annie,Lucian,Rakan,31
PRM,ROSSMANN Centaurs,TeamOrangeGaming,Shen,Xin Zhao,Cassiopeia,Lucian,Leona,Yorick,Sejuani,Sylas,Miss Fortune,Rell,30
TCL,BBL Dark Passage,ULF Esports,Sion,Lillia,Tristana,Miss Fortune,Poppy,Aatrox,Maokai,Hwei,Varus,Leona,25
LRS,Farenvehn,Sicar Esports,Jayce,Xin Zhao,Annie,Jhin,Leona,Yorick,Rumble,Sylas,Ezreal,Rell,35
TCL,BBL Dark Passage,ULF Esports,K'Sante,Trundle,Sylas,Lucian,Nami,Shen,Jarvan IV,Zoe,Zeri,Lulu,24
LRS,Farenvehn,Sicar Esports,Ornn,Zyra,Tristana,Varus,Maokai,Ambessa,Ivern,Mel,Ashe,Alistar,20
LRS,Farenvehn,Sicar Esports,Aatrox,Vi,Ryze,Lucian,Nami,Aurora,Wukong,Akali,Xayah,Nautilus,27
LCKC,Hanwha Life Esports Challengers,T1 Esports Academy,Nidalee,Poppy,Taliyah,Varus,Nautilus,Ambessa,Xin Zhao,Azir,Kalista,Renata Glasc,25
